Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
9/13/2017 16:34:18:366,1,300.655,64.954,64.617,64.783,62.754,1279.0728,2116.6512,4.9502266,1422.7335,305.981,297.051,32.832,27.719,1277.1322,5249.366,2219.3034,1382.1862,385417.465873056,1281.92601444531,6.19627507352937,5.113,0.724842284283414,330472.797008403,1080.04352233767,5.68747940633358,818340.159211227,2754.88101104264,9.0834458521547,4771.71066989258,15.8710504395157,35222.6762019886,6.22833184934652,4294.81822071076,14.0362251927759,29709.7928977593,6.22238693768629,4288.3762537227,14.4364982906056,75782.4632857634,9.93782994313345
9/13/2017 16:34:19:428,2,300.667,64.98,64.652,64.812,62.801,1279.484,2123.4713,5.7112914,1424.3035,306.137,297.798,32.834,27.721,1288.4769,5056.9221,2145.9859,1383.7819,373095.97264496,1240.89432044408,6.09630388427824,5.113,0.713147621874239,331644.203033655,1083.31956945307,5.69609866206915,795342.25421105,2670.74410913119,8.94366139258377,4776.92240243472,15.8877509085956,34094.8894325584,6.1278088850786,4296.18322989632,14.0335314904645,29799.8013576475,6.23180544684282,4326.03583472316,14.5267457629774,73460.621689882,9.78440681863091
9/13/2017 16:34:20:295,3,300.635,64.973,64.671,64.812,62.82,1282.917,2047.1259,5.6175317,1423.983,305.962,296.941,32.835,27.722,1294.6412,5839.6975,2282.8455,1381.8178,396800.746059369,1319.87541723142,6.2873216526699,5.113,0.735492942883505,320578.408446723,1047.77197314282,5.60186447160372,922849.603786152,3107.85510854396,9.6478288489101,4775.85847868965,15.8859031007356,36265.0624069503,6.31982108299369,4307.57933041679,14.0788049836803,28821.086323141,6.12861549676439,4346.4986900795,14.6375835269616,85479.0599284389,10.5544855719898
9/13/2017 16:34:21:163,4,300.619,64.929,64.617,64.764,62.795,1290.3509,2210.8519,5.2390096,1423.3743,305.936,296.921,32.838,27.722,1272.7339,5609.0851,2340.5201,1381.9406,406651.754745092,1352.71474772084,6.36505735366572,5.116,0.745023369047154,348223.948507699,1138.22481992214,5.83866065496476,871406.502809156,2934.80926848945,9.3753858374718,4773.83785346774,15.8800270557341,37167.5225124896,6.39797259323909,4332.25671802504,14.1606634002701,31307.1295837477,6.38746932241837,4273.77576758253,14.3936460121801,80735.1853815939,10.257431498243
9/13/2017 16:34:22:026,5,300.642,64.904,64.576,64.749,62.719,1309.2326,2180.3514,4.6957091,1422.8937,305.949,296.982,32.837,27.723,1276.4546,5335.4391,2245.6959,1381.9406,390044.859009186,1297.37315148644,6.23349566744843,5.114,0.729338977678577,348445.17830855,1138.89954962608,5.84039095202527,831317.064406057,2799.21700441797,9.15624685202442,4772.24246578637,15.8735055840048,35647.0664086267,6.26574139584227,4394.9359348026,14.3649298896306,31320.594995758,6.38884282201572,4286.12690979241,14.4322784202154,77002.5425853035,10.0175088481415
9/13/2017 16:34:22:894,6,300.658,64.951,64.63,64.812,62.801,1279.3274,2125.0815,5.7291322,1423.919,306.278,297.826,32.839,27.724,1287.5517,5039.8701,2153.3166,1384.6416,374269.406857443,1244.83435284424,6.1059745702185,5.115,0.714558299062228,331855.0626767,1083.5093042161,5.69659745330462,792091.175499646,2659.57698622567,8.92494384009811,4775.64602589813,15.8839812208494,34203.2404369432,6.13753802037892,4295.66338447205,14.0253736294218,29805.0620304721,6.23235548478515,4322.96456405565,14.5150677377249,73154.0558908343,9.76396933513693
9/13/2017 16:34:23:761,7,300.638,64.999,64.639,64.809,62.811,1282.4993,2046.7469,5.6498058,1424.0792,305.929,296.985,32.84,27.725,1321.5267,5364.6722,2213.436,1383.045,384762.083542935,1279.81853106705,6.19117964756533,5.115,0.72452951568625,320414.700761639,1047.34987778746,5.60073600127789,865386.842224512,2913.90757857977,9.34194046733961,4776.17782179191,15.8868067968517,35164.4300891963,6.22317996625302,4306.19274399459,14.0757912587384,28809.58212387,6.12739222831774,4435.74712018236,14.9359298287198,80126.3675332841,10.218683057667
9/13/2017 16:34:24:626,8,300.671,64.964,64.627,64.78,62.789,1288.4125,2046.8888,5.3541319,1423.5024,305.945,296.908,32.839,27.724,1272.0497,5649.6862,2355.1851,1382.1862,409236.540116646,1361.0775236609,6.3847021208848,5.115,0.747176693098345,321914.348568202,1052.19679539853,5.61368056361158,877242.293874432,2954.59298460948,9.40693276631394,4774.26309100828,15.8786949556435,37397.2657669767,6.41771599398044,4325.82205410168,14.139214741544,28941.4002952613,6.1413941640956,4271.50451445812,14.3866265457924,81279.9254603168,10.2919780246141
9/13/2017 16:34:25:491,9,300.693,64.917,64.551,64.761,62.76,1305.6233,2056.74,4.7392391,1422.9258,305.978,296.943,32.84,27.726,1275.4772,5368.7305,2256.4493,1381.0809,391921.410289305,1303.39386114511,6.24794279351002,5.114,0.731029337745269,327784.521555417,1071.26826620024,5.66432715451029,835863.688242211,2814.8960852494,9.18185420306992,4772.34902413962,15.8711676831174,35812.4852087529,6.28026253157086,4382.95459323297,14.3244108832432,29461.5888400015,6.19634062912768,4282.88235731682,14.4232474155539,77434.5283089303,10.0455687562965
9/13/2017 16:34:26:355,10,300.667,64.951,64.649,64.802,62.801,1279.3534,2145.1626,5.745633,1423.086,306.217,297.635,32.841,27.726,1284.0525,5117.8206,2168.4705,1381.695,376682.826016134,1252.82397474992,6.12553797677064,5.115,0.71684772794029,334997.757404548,1093.98811106029,5.72407756409057,802156.291761582,2695.10068292231,8.98435090380297,4772.88082003341,15.8743088534273,34422.9704565458,6.15722098499244,4295.74969341861,14.0284494114259,30093.3050133829,6.26241934291299,4311.34870767895,14.4853552427603,74133.4494597164,9.82911250675243
9/13/2017 16:34:27:224,11,300.664,64.995,64.668,64.809,62.798,1281.8206,2091.3132,5.6749976,1424.1112,305.961,297.014,32.84,27.728,1313.3751,5108.8912,2178.2459,1382.7994,378653.488855243,1259.39084444843,6.14157096945508,5.112,0.718302467298352,327218.222321207,1069.47690170057,5.6595892562983,819042.782745968,2757.58981982657,9.08791052273944,4776.28404818768,15.8857862869771,34603.1488478841,6.17331416678247,4303.93974853195,14.0669554241617,29418.4095623611,6.19179824653263,4408.68727369164,14.8433652073358,75833.1378861441,9.94115202703398
