Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
8/30/2017 13:23:44:370,1,303.214,482.986,482.633,482.283,468.023,1320.8892,1027.4005,5.3871717,1440.1308,413.041,301.594,433.977,424.882,1313.8963,5343.5619,938.69389,1419.63,165012.591625699,544.21165126181,4.03722660581962,9.09499999999997,0.840084299844803,165652.241736595,401.055202114549,3.46578235143359,857004.475129779,2841.58330447482,9.22527678448634,4829.46230973668,15.9275703289976,14951.1129503753,4.05786252872638,4433.63089120427,10.7341181413087,11028.2383454396,3.79105664612919,4410.41743611263,14.6236909093438,78142.5975805458,10.0913930947587
8/30/2017 13:23:45:582,2,303.214,483.029,482.621,482.255,468.029,1320.5368,1027.3057,5.3696756,1439.6823,412.96,301.135,433.977,424.886,1334.6112,5320.0129,926.47368,1419.2625,162813.685342751,536.959656687194,4.01023697972226,9.09099999999995,0.834101176010761,165592.766441181,400.989845121032,3.46549994349757,866679.663331138,2878.04361276882,9.2842728301278,4827.97348040856,15.922660168754,14751.9255619349,4.03074129691724,4432.46107302093,10.7333908199848,11026.4735696981,3.79075330518437,4479.18209753748,14.8743324340826,79131.6404282081,10.1550551511277
8/30/2017 13:23:46:445,3,303.198,483.01,482.598,482.226,468.0,1324.1395,1070.9723,5.171781,1439.3298,412.937,301.08,433.973,424.901,1304.0831,5895.7249,1016.4082,1418.0344,178574.578099101,588.970171634053,4.19996681687321,9.072,0.871737922167013,173102.418139153,419.198129833735,3.54330777429203,938498.608417663,3117.10710913267,9.6621788397148,4826.80333026773,15.9196410605206,16180.8537149699,4.22144645085732,4444.42050539643,10.7629505357874,11526.8218900984,3.87580566532885,4377.8417840219,14.5404602896968,85726.5537874264,10.5697541201918
8/30/2017 13:23:47:319,4,303.221,482.871,482.478,482.14,467.92,1335.0848,874.99225,4.7767199,1439.6181,412.914,301.106,433.977,424.909,1305.9011,5663.4929,986.10411,1418.8941,173285.100545468,571.481198681715,4.13713966455158,9.06799999999998,0.858319011517678,142594.972352773,345.338187498541,3.21604051691402,902788.053674684,2998.24000077941,9.47616045628367,4827.76036370206,15.921589743791,15700.3450840862,4.15829377236342,4480.75424819477,10.8515435373825,9495.01649574731,3.51766974678165,4383.87677113119,14.5592474780682,82456.194721382,10.3661823986872
8/30/2017 13:23:48:185,5,303.211,482.948,482.549,482.156,467.923,1328.0424,1048.0968,4.9662296,1438.1124,413.187,301.404,433.973,424.905,1310.4167,5367.1047,947.49139,1420.4897,166325.661198568,548.547583031513,4.05327772290318,9.06800000000004,0.840920445190237,169904.347348258,411.204484527001,3.50936168403186,858500.677138395,2848.33869868481,9.23623605957428,4822.76207982392,15.9056303360495,15070.4477959297,4.07402460198242,4457.37647414719,10.7877945679491,11306.6529657248,3.83861214652669,4398.86664340333,14.594586148171,78330.6719104034,10.1035298257766
8/30/2017 13:23:49:050,6,303.224,483.028,482.607,482.208,467.988,1319.7144,1034.4099,5.4070798,1440.4832,413.083,301.174,433.985,424.909,1327.2153,5256.6758,917.67618,1421.3494,161357.371993103,532.139184210692,3.99219575596609,9.07600000000002,0.828978666255992,166634.061311607,403.391234477349,3.47586129370639,851615.835101447,2827.65389808366,9.20263790989404,4830.63212792002,15.9309029889455,14619.4101988461,4.01259654403173,4429.73105464981,10.7235859491914,11092.5834693444,3.8021001700487,4454.63085377419,14.7908878381739,77750.9021594432,10.0660694018672
8/30/2017 13:23:49:916,7,303.198,482.991,482.635,482.27,467.985,1323.2845,1111.75,5.2091091,1439.7464,412.973,301.119,433.977,424.909,1303.6269,5927.3903,1016.8972,1418.8941,178712.202925536,589.424082367088,4.20158493179586,9.06799999999998,0.871689263083526,179577.333731037,434.840373901047,3.60881101049321,943209.125762969,3132.34676577356,9.68576942318666,4828.18626515758,15.9242022215106,16193.2766512879,4.22306665889495,4441.58226888463,10.7551396069105,11957.0264579827,3.9474696262679,4376.3273939673,14.5335478464238,86146.0105294785,10.5955812668358
8/30/2017 13:23:50:781,8,303.221,482.884,482.549,482.174,467.948,1330.8359,1290.6787,4.9027917,1439.9706,412.947,301.113,433.969,424.912,1304.9888,5737.3852,994.41265,1418.8941,174787.922716424,576.437392912841,4.15504069354643,9.05700000000002,0.860987185282416,209668.798318396,507.737792787928,3.89959005582597,913927.927651636,3035.16595979462,9.53433550475821,4828.93051384289,15.9254488107449,15836.4677543322,4.17628116198156,4466.64970653983,10.816520537841,13960.6526663039,4.26540293070349,4380.84832297948,14.5488515041844,83472.3652971054,10.42986199232
8/30/2017 13:23:51:650,9,303.192,482.917,482.518,482.137,467.89,1369.5653,1067.1359,4.5852575,1439.2337,413.07,301.261,433.969,424.905,1310.0583,5481.598,952.37724,1417.5431,167313.69218059,551.840721986696,4.06542619807781,9.06400000000002,0.843068798575495,178399.498780398,431.886844313064,3.59653421702515,876574.75961615,2909.68548738851,9.33517003599223,4826.48431912296,15.9189039259709,15160.8017848413,4.08621913957704,4595.21484941705,11.1245426911106,11871.3988767667,3.93330976789156,4397.67690777078,14.5975645960505,80017.9808945814,10.2117693315912
8/30/2017 13:23:52:515,10,303.188,482.988,482.598,482.214,467.988,1319.7731,1027.3057,5.4222406,1440.1628,413.067,301.559,433.973,424.912,1321.1162,5307.0191,924.51785,1419.9984,162524.202945737,536.05090882798,4.00684209015526,9.06100000000004,0.830644886576983,165496.999934916,400.65413101244,3.46404895808279,855820.773898706,2837.98783620686,9.21943854479539,4829.56853613245,15.9292865685068,14726.9097703498,4.02732225284107,4429.92591369454,10.7244730605314,11017.3123045804,3.7891782180906,4434.38443469921,14.7048651663496,78039.0003007419,10.0847015613716
