Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
9/1/2017 14:04:44:394,1,303.157,473.081,472.754,476.036,457.97,1346.9046,3862.7974,14.070771,1438.8813,435.022,301.407,431.594,425.327,1303.4901,5855.1238,2920.2184,1395.8128,512898.533113561,1691.85779353128,7.11837948894204,6.267,1.02065242092047,635082.172878371,1459.88518483748,6.61239150882228,931611.786958067,3090.87641281744,9.62143896191902,4825.31450093962,15.9168830043166,46480.7746198527,7.15479586569942,4519.99095921483,10.3902583299576,40135.4628622887,7.23221519015877,4375.87327612541,14.5181541109709,85005.5896672136,10.5252142263333
9/1/2017 14:04:45:567,2,303.037,473.035,472.707,476.119,457.946,1342.584,3620.5471,13.786006,1439.2017,435.103,301.485,431.598,425.335,1307.2043,5527.8831,2798.998,1396.5497,491717.207921578,1622.63092599774,6.97122473244983,6.26300000000003,0.998914997044252,593344.367899682,1363.68714511203,6.3908199490537,882050.546818799,2925.68634200308,9.36080268738869,4826.3780927272,15.9266957260242,44578.7894837503,7.00688039697222,4505.64840404188,10.3553604641703,37492.0702980063,6.98999577489607,4388.20284109865,14.5552940978777,80459.9642591877,10.239933106335
9/1/2017 14:04:46:434,3,303.066,473.124,472.834,476.227,457.983,1314.8586,3839.5434,16.609926,1439.2017,435.468,302.151,431.602,425.331,1314.7043,5239.6237,2704.1739,1398.7594,475058.874583835,1567.50963349183,6.85179432789724,6.27099999999996,0.983055771425737,616239.862149587,1415.12088637876,6.51022471313569,840851.564797743,2782.88526199729,9.12949718975655,4826.3780927272,15.925171720771,43064.4337203271,6.88683914273368,4413.61186300772,10.1353299507833,38915.0392193525,7.12140914855005,4413.09965260565,14.6056099519964,76527.900057436,9.98658723658143
9/1/2017 14:04:47:300,4,303.011,473.158,472.852,476.313,458.001,1316.9797,3666.1083,16.201916,1440.259,435.117,301.463,431.59,425.327,1353.4818,5631.0083,2757.4516,1398.2691,484774.370935115,1599.85733499812,6.92213137127144,6.26299999999998,0.991880351538105,589353.037873976,1354.47026403008,6.3691862134446,930314.399834501,3085.99861287953,9.61384403111449,4829.88787923471,15.9396453568838,43952.8005927717,6.95751009551371,4420.65301325939,10.1596881143678,37246.5169214953,6.96706777039393,4541.82446703401,15.0659433065882,84836.4518067278,10.514737864495
9/1/2017 14:04:48:164,5,303.005,473.121,472.812,476.11,458.004,1322.4034,3414.4331,15.267629,1440.4192,435.029,301.418,431.59,425.324,1303.3728,5844.5687,2926.5711,1393.3575,514563.689515994,1698.20197526771,7.13171336269812,6.26599999999996,1.02240110117771,551154.960508663,1266.93843515872,6.15994684577357,929848.675671621,3084.91422433836,9.61215477917452,4830.4196751285,15.9417160612152,46654.5655091581,7.16815922092726,4438.65739146879,10.2031298866714,34837.9044086502,6.73803423888578,4375.48388999344,14.5163324353338,84841.7021903467,10.5150632290767
9/1/2017 14:04:49:027,6,303.063,473.057,472.72,475.901,457.924,1336.8601,3663.3139,14.061585,1438.657,435.133,301.431,431.602,425.327,1305.5687,5565.2387,2818.0599,1394.2172,494878.559793726,1632.92305492167,6.99329855367655,6.27499999999998,1.00399797700002,597793.585757752,1373.81808724632,6.41451498164293,886900.054573899,2942.29875020784,9.38734096540048,4824.56992029681,15.9193630377077,44861.7186101063,7.0290805845453,4486.64748945722,10.3109796072861,37772.3549179877,7.01607516013553,4382.7733444452,14.5398892099525,80917.9541249403,10.2690353488126
9/1/2017 14:04:49:892,7,303.063,473.112,472.797,476.07,457.983,1314.8912,3874.3533,16.601506,1439.1696,435.401,302.056,431.605,425.327,1313.4467,5207.1392,2698.7991,1397.1637,474104.075715118,1564.37465383474,6.84493919089877,6.27800000000002,0.983168473613544,621842.206251928,1428.20573735919,6.54025370594057,834839.129925952,2763.85547688492,9.09822921153837,4826.27153437394,15.9249777583339,42978.3156417115,6.87994972025886,4413.72008114841,10.1371381350718,39274.8545861714,7.15425630273646,4408.92495525216,14.596382641802,76005.396232327,9.95243650690276
9/1/2017 14:04:50:755,8,303.05,473.158,472.834,476.073,458.035,1316.8558,3729.0032,16.262774,1439.9385,435.088,301.483,431.602,425.32,1338.0386,5265.6051,2723.2357,1397.2866,478652.499313928,1579.45058344804,6.87784255949249,6.28199999999998,0.988523960608823,599407.444407893,1377.6694471185,6.4234999105214,860019.073778087,2852.62875113385,9.24318906491358,4828.82395548964,15.9340833376989,43392.2645919967,6.91300270514142,4420.24171793329,10.1594199746564,37884.5095956375,7.02648359779846,4490.55960843869,14.8949015647273,78430.6696432262,10.1099769033242
9/1/2017 14:04:51:630,9,303.034,473.118,472.812,475.882,458.016,1320.6738,3395.3941,15.544738,1439.2337,434.993,301.428,431.602,425.324,1302.1934,5919.2739,2949.0557,1393.3575,518090.287009815,1709.6770890719,7.15576805138228,6.27799999999996,1.02781417868027,547364.853004294,1258.33025589905,6.13898438094042,940881.830016765,3121.41483212165,9.66885291577032,4826.48431912296,15.9272039412177,46970.2115679105,7.19236678893771,4432.91585477779,10.1907751498939,34601.6978183763,6.71515291068537,4371.56878339459,14.5028623200054,85846.4144061015,10.5771407156271
9/1/2017 14:04:52:493,10,303.06,473.026,472.661,475.972,457.93,1333.8708,3175.5918,14.131244,1438.7532,435.03,301.387,431.594,425.32,1304.9758,5654.5573,2838.5886,1395.8128,498516.930519552,1644.94466613724,7.0189937480941,6.274,1.00752633865763,517046.48821457,1188.53064895426,5.96629058485683,900725.012146381,2988.5994158553,9.46091329719191,4824.88926339908,15.9205743529304,45191.9608636805,7.054904863788,4476.72428430551,10.2906104965301,32678.778309775,6.52589539305388,4380.8051685062,14.5354815187988,82191.7131311387,10.3495440706164
9/1/2017 14:04:53:358,11,303.031,473.078,472.757,475.568,458.016,1314.6824,3890.835,15.954661,1437.792,435.284,301.814,431.602,425.32,1311.1857,5356.5495,2735.4559,1397.5322,480083.672423091,1584.27247516951,6.8883332134332,6.28199999999998,0.990031739057245,624388.388887315,1434.43909927155,6.55451053941293,857315.117922416,2840.54125362778,9.22358510630107,4821.69848803634,15.9115684139126,43525.3936960908,6.92359926020287,4413.02695391605,10.1382705404197,39446.3378581339,7.16985787586467,4401.41939647651,14.5832181292999,78115.7297788922,10.089658081677
9/1/2017 14:04:54:226,12,303.031,473.118,472.821,475.285,457.98,1316.066,3739.5646,16.375301,1439.8104,435.121,301.452,431.602,425.316,1329.7891,5139.7438,2689.0236,1397.1637,472597.125174737,1559.5669260727,6.83441296331441,6.286,0.982907461903697,600744.585031975,1380.63799502202,6.43041673889732,834286.844801307,2767.56115335545,9.10432645518454,4828.3987179491,15.9336791217701,42846.039193267,6.86935418375548,4417.61991770286,10.1526240234391,37966.3933951626,7.03407304031667,4463.17477556842,14.8055901953493,76096.9404118871,9.95842827529402
9/1/2017 14:04:55:092,13,303.018,473.1,472.818,475.153,458.026,1319.9298,3509.6284,15.650377,1440.5473,434.962,301.382,431.59,425.308,1301.6004,5926.5837,2955.4084,1392.7444,519680.213467529,1715.01433402481,7.16692873392297,6.28199999999998,1.0300731248465,565461.609776817,1300.02531204293,6.2398638395211,941614.746016971,3124.32310495308,9.67335618062316,4830.84491266904,15.9424354746881,47116.4077183512,7.20355131812823,4430.44609107629,10.1858233387659,35748.4548671156,6.82552150882068,4369.60027549811,14.49854429096,85926.8362685316,10.5820939465454
9/1/2017 14:04:55:957,14,303.057,472.995,472.723,475.149,457.98,1329.7198,3198.9407,14.505576,1439.3298,434.975,301.359,431.594,425.308,1303.5227,5721.1398,2861.5622,1395.4453,502752.99094334,1658.938717612,7.04878688945087,6.286,1.01373816130219,519227.254274743,1193.69447502671,5.97923745141481,910316.289413108,3020.70384296838,9.51159353271308,4826.80333026773,15.9270478169708,45576.2379906363,7.0848360700799,4462.9447290301,10.2602327237889,32821.8760516003,6.54016797102384,4375.98149426609,14.5208256407345,83075.6735020664,10.4050491812691
