Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
8/30/2017 11:57:57:375,11,303.35,453.254,453.026,452.783,439.725,1330.8752,1875.1114,7.6931063,1441.7328,415.006,301.821,415.419,407.788,1301.9197,5303.7675,1491.018,1405.3894,262396.973051968,864.997438773589,5.08986917313726,7.63099999999997,0.888638472393951,304617.999710535,734.00866423747,4.68867145682835,842868.51604182,2792.61057395549,9.14543564287627,4834.78026867458,15.937960338469,23763.7857479434,5.11585684029065,4466.78016583212,10.7631700887026,20182.1429334653,5.12850567829668,4370.66021575333,14.4809679106269,76803.686972926,10.0045656027629
8/30/2017 11:57:58:239,12,303.29,453.305,453.092,452.902,439.795,1310.1594,1823.2041,8.2837268,1443.6551,414.919,301.627,415.445,407.818,1315.5905,5176.2866,1463.1549,1407.9675,257836.805001125,850.13289261474,5.04594623546888,7.62700000000001,0.880508197307699,291575.199466825,702.728001047975,4.58767705221344,831247.205876906,2755.87797470686,9.0850893072197,4841.16148744257,15.9621533431454,23355.1028785746,5.07167553223066,4398.0125167899,10.5996893774204,19325.3971316393,5.01847096194884,4416.04145985332,14.6407366046585,75784.6487008231,9.93797323569548
8/30/2017 11:57:59:107,13,303.26,453.308,453.145,452.945,439.844,1313.3705,1785.7417,8.0343392,1443.0785,414.853,301.538,415.468,407.852,1293.4357,5848.627,1598.5476,1406.3709,281583.164008696,928.52062259677,5.27345186049749,7.61600000000004,0.918880339765915,286283.984397293,690.085366135216,4.54622177556333,923400.114341892,3062.30098475778,9.5768601583307,4839.24742057391,15.9574207629556,25508.6966628128,5.30035189204619,4408.67200364725,10.6270703204442,18977.2026200496,4.97305542161706,4342.49694257661,14.401159862361,84227.0124023209,10.4769024445601
8/30/2017 11:57:59:970,14,303.302,453.262,453.071,452.868,439.82,1322.5992,2073.3162,7.520748,1442.2774,414.85,301.483,415.487,407.875,1295.4492,5623.7047,1550.1595,1407.7219,272908.046016788,899.789800320431,5.19122367514959,7.61200000000002,0.904077289202048,334722.535203564,806.851959029925,4.91582187447329,889270.837611504,2949.6549975007,9.39906861418949,4836.58810914747,15.9464431792322,24719.5303854969,5.21771888304034,4439.30736422787,10.7009940080219,22186.5442329346,5.37714852963936,4349.18090657253,14.4259573726297,81127.3242784574,10.2823120100943
8/30/2017 11:58:00:840,15,303.313,453.337,453.122,452.87,439.834,1357.6606,1895.0976,7.3088798,1441.6687,414.944,301.7,415.506,407.886,1299.3784,5353.3042,1507.6351,1406.985,265309.539004102,874.70546598432,5.11835175420651,7.61999999999995,0.892323105757813,314060.9585077,756.875526595637,4.76114535239988,849080.215135329,2814.31957287149,9.18091389772604,4834.56748392556,15.9392030144622,24030.501930629,5.14448600200645,4555.69630649074,10.9790629735356,20806.3958913961,5.20721645311834,4362.2241801423,14.4588139878764,77402.4296483173,10.0434864634739
8/30/2017 11:58:01:709,16,303.335,453.387,453.196,452.978,439.886,1309.4153,1842.764,8.3482367,1443.4629,415.063,302.167,415.536,407.92,1311.7134,5213.636,1457.2912,1408.0903,256769.315842781,846.487599000382,5.03511633108186,7.61599999999999,0.877351216519666,294535.933177915,709.617415134366,4.61011056735157,834777.658631788,2762.63674932004,9.09622304923323,4840.52346515301,15.9576819857683,23254.9895302586,5.06079380523098,4395.54242113091,10.5900608368631,19514.9828679812,5.04302695049132,4403.17113613415,14.5719788598164,75972.9935747778,9.95031481695862
8/30/2017 11:58:02:579,17,303.345,453.411,453.221,453.033,439.939,1312.6656,1811.2693,8.0878995,1443.1746,414.888,301.546,415.555,407.943,1293.6377,5880.2986,1561.8908,1408.5816,275144.413198594,907.034608114832,5.21208077774927,7.61200000000002,0.907709656820726,290220.633507081,699.515612664335,4.57717919147256,928545.520095655,3079.28316109534,9.60337797531853,4839.56643171868,15.9540009946387,24918.4073767171,5.23866599327972,4406.33203532307,10.6205338195443,19236.6468569522,5.00693424666719,4343.16749669987,14.4030015211605,84693.949680678,10.505903205501
8/30/2017 11:58:03:441,18,303.332,453.396,453.218,452.987,439.892,1319.1727,1914.6578,7.7002657,1442.6619,414.849,301.498,415.574,407.977,1294.4718,5687.0356,1574.111,1407.5991,277198.625008444,913.845637810862,5.23161324263296,7.59700000000004,0.909315921036186,308307.419230926,743.179853949089,4.71787220770253,898606.790563759,2980.47347101393,9.44804252093506,4837.86448568406,15.9490739047778,25105.6126733237,5.25830751666877,4427.93284094404,10.6736013367371,20436.2940534741,5.16069595824322,4345.93635409693,14.4144782190825,81975.6507873467,10.3359318816727
8/30/2017 11:58:04:308,19,303.348,453.387,453.199,452.913,439.908,1341.742,1860.9981,7.1697141,1442.0532,414.93,301.595,415.593,408.011,1298.401,5445.8743,1511.5468,1407.8447,266068.852295044,877.107652910333,5.12537515132241,7.58199999999999,0.889091539216433,304793.779803529,734.566745724651,4.69045356355344,863112.904074709,2861.82763001611,9.25808033674217,4835.84386046216,15.941571595864,24096.4315326991,5.1515383223626,4502.85332200336,10.8520794399136,20195.6992187283,5.13022779015113,4358.97962766671,14.453089831286,78709.7104677919,10.1279455852967
8/30/2017 11:58:05:175,20,303.339,453.476,453.307,453.037,439.969,1309.5197,1837.7437,8.360373,1443.591,415.29,302.271,415.62,408.034,1307.1001,5181.9706,1472.4414,1408.5816,259461.748879172,855.352423787156,5.06141274176969,7.58600000000001,0.878459271234347,293756.939104124,707.353750642019,4.60275161651043,826789.491342576,2735.25906005729,9.05103910963128,4840.94870269355,15.9588734145413,23498.50591293,5.0872220417434,4395.88898474709,10.5851067561152,19452.7132548782,5.03497472097823,4387.85694139745,14.5163014030372,75223.0470912773,9.90108212266839
8/30/2017 11:58:06:046,21,303.352,453.516,453.313,453.077,440.028,1311.3472,1793.0826,8.1823869,1443.2066,414.943,301.556,415.658,408.06,1336.2076,5575.7939,1497.3708,1409.5631,263784.347389667,869.565215952645,5.10329047060294,7.59800000000001,0.887128671979275,287018.007319251,691.704661409521,4.55155253773285,909435.295778103,3015.80898996572,9.50388395063047,4839.67265811445,15.9539830234,23889.0283229349,5.12932020646793,4401.95550781763,10.6085787874904,19022.0580345781,4.97892922737837,4484.48146685611,14.8711399105178,82918.4111991118,10.3951961337338
8/30/2017 11:58:06:914,22,303.361,453.501,453.316,453.064,440.016,1317.1625,1964.197,7.7941016,1442.758,414.87,301.488,415.669,408.091,1294.0548,5733.3207,1576.552,1407.2306,277646.975166429,915.236220761499,5.23559215680903,7.57799999999997,0.907731585977791,315802.494814541,761.208317821343,4.7747536731529,905628.452982637,3003.86235267287,9.48504122549468,4838.18349682884,15.9486008314478,25143.7985380207,5.26230496393262,4421.25983154519,10.6569764782828,20932.4012277136,5.22296032954192,4344.55209137714,14.4103648947127,82619.2433454097,10.3764263655736
8/30/2017 11:58:07:781,23,303.387,453.51,453.279,452.993,439.988,1331.5148,1541.6434,7.3005338,1442.1813,414.948,301.536,415.692,408.113,1296.7785,5477.5397,1531.0976,1405.8806,269534.207739043,888.417129735431,5.15831275841161,7.57900000000001,0.894451127968122,250565.389282745,603.847685210546,4.25268202747721,867046.702456018,2875.43345556092,9.28006182573606,4836.2690980027,15.9409239618134,24407.1104197151,5.18464173838141,4468.90336591744,10.7697913134114,16603.177697698,4.65160479914374,4353.59361744403,14.4380558787144,79085.0242664765,10.1520635574407
8/30/2017 11:58:08:644,24,303.373,453.575,453.353,453.122,440.058,1309.1934,1853.9887,8.3921876,1442.3095,415.224,302.199,415.722,408.14,1305.5036,5228.2557,1475.8641,1408.4587,259834.005513741,856.483620868505,5.06475847590495,7.58199999999999,0.878576450728679,296279.80184021,713.542092557777,4.62284154634975,833155.467776078,2756.97625662586,9.08689943732934,4836.69466750072,15.9430623934916,23529.7934306143,5.09060765281416,4394.80580746779,10.5841806048489,19622.9512401491,5.05695820485741,4382.55724012132,14.5022228403182,75821.3292275639,9.94037798389244
8/30/2017 11:58:09:507,25,303.367,453.637,453.436,453.184,440.129,1311.1188,1807.4803,8.2084972,1443.4629,414.987,301.568,415.752,408.163,1328.5902,5262.3598,1480.7537,1407.9675,260903.321505452,860.025386760763,5.07521966976113,7.589,0.881203950806864,289272.249430203,697.06340061304,4.56914930056503,853419.847194628,2829.94166222752,9.20635993689923,4840.52346515301,15.9559987248218,23626.9041489751,5.10110165804151,4401.19731691787,10.6056269640202,19169.4618066154,4.99818310198809,4459.19493725966,14.7866979827424,77812.9250391247,10.0700835170438
8/30/2017 11:58:10:378,26,303.373,453.633,453.427,453.193,440.126,1315.5308,1818.5154,7.9076546,1442.8862,414.922,301.53,415.779,408.197,1293.4944,5778.7929,1588.2833,1407.8447,279737.832025368,922.092051782354,5.25516489976704,7.58199999999999,0.9116059823181,292017.6886611,703.789359593129,4.59114022224181,912415.88745556,3025.95392649342,9.51985567690858,4838.60906632687,15.9493727732094,25332.1224211632,5.28197520132899,4415.84328123372,10.642586513209,19353.7074701029,5.02214546903142,4342.69180162134,14.4021881790248,83227.2627934123,10.4145379707889
8/30/2017 11:58:11:246,27,303.367,453.597,453.393,453.122,440.132,1327.7096,1235.8351,7.3603728,1442.3415,414.916,301.51,415.809,408.227,1296.3484,5541.6898,1537.4503,1406.8622,270682.600713221,892.261190944371,5.16946037498829,7.58200000000005,0.896738940276571,200287.929365218,482.719223566259,3.80230110725668,876910.16352007,2908.39495711608,9.33309959647007,4836.80089389648,15.9437278738178,24512.6892027195,5.19584334045542,4456.27171963125,10.7401780592487,13273.0890258695,4.15904103723483,4352.16586829347,14.4345655808878,79991.8848470368,10.2101040274576
8/30/2017 11:58:12:112,28,303.354,453.67,453.467,453.206,440.15,1308.9584,1858.1089,8.1057403,1441.4764,415.196,301.897,415.836,408.253,1302.4214,5287.5283,1481.7316,1407.4762,260716.330442792,859.445830425154,5.07350932989083,7.58300000000003,0.880210525745857,296884.937009341,715.047681117691,4.62771612193547,840611.609695842,2784.43180851695,9.13203362760591,4833.92912967853,15.9349444203094,23611.3106918161,5.09941804899826,4394.02570737391,10.5830155092388,19664.3953065546,5.06229558673287,4372.32564646441,14.4828390029196,76578.421092281,9.98988308999017
8/30/2017 11:58:12:983,29,303.302,453.741,453.516,453.264,440.2,1310.1137,1823.0149,8.2852964,1443.5591,415.005,301.599,415.854,408.276,1319.8065,5203.8938,1450.4495,1407.9675,255580.865749848,842.661326828863,5.02372363851435,7.57799999999997,0.870998444745566,291534.772278611,702.484963503116,4.58688366260482,838358.637867129,2779.71292301078,9.12429213895821,4840.84280825527,15.9604711088462,23149.8573395904,5.04934131601023,4397.86081221845,10.5971272929686,19318.7209522785,5.01760404298893,4430.03678749512,14.6884995888419,76437.3919416767,9.98068001452369
8/30/2017 11:58:13:852,30,303.343,453.758,453.56,453.342,440.269,1314.2255,1830.5451,7.9848749,1442.9502,414.94,301.544,415.87,408.299,1293.5856,5824.2651,1600.5035,1406.1262,281902.629186888,929.319711306633,5.27572054979428,7.57100000000003,0.91384400638315,293657.757705252,707.711374428235,4.60391499866422,919660.348656149,3049.83799596791,9.55735228033966,4838.82151911839,15.9516505049347,25530.6724639247,5.30263453322749,4411.51024015904,10.6316822676991,19461.7738798934,5.03614717199725,4342.99454684927,14.4025235018746,83884.1149838979,10.4555543845444
8/30/2017 11:58:14:719,31,303.369,453.736,453.505,453.281,440.223,1322.782,1724.5981,7.5379381,1442.5338,414.948,301.45,415.904,408.322,1295.3189,5592.8459,1550.6485,1407.4762,273042.666613411,900.034830893765,5.19193046351643,7.58199999999999,0.900636794581075,278462.895893587,671.079016873408,4.4831785807415,884302.211619955,2933.49547725976,9.37328711872132,4837.43924814352,15.9457269798283,24726.2176226802,5.21842459556216,4439.91418251366,10.6999291056076,18453.0774056656,4.90389997918365,4348.74836596728,14.4261017282046,80682.963903572,10.254113583766
8/30/2017 11:58:15:583,32,303.382,453.767,453.542,453.29,440.207,1347.9163,1894.7661,7.4354494,1441.893,415.072,301.744,415.926,408.344,1300.6752,5363.8593,1491.507,1408.0903,262512.195913301,865.285995587414,5.09071807389564,7.58199999999999,0.883079625277575,311752.314624254,751.080088814118,4.74288214793929,851603.411191429,2822.27123386523,9.19387476076793,4835.31206456837,15.9380321329821,23771.6864925677,5.11670720394661,4523.34937310838,10.897746350292,20648.6803509319,5.18744317753342,4366.5290048306,14.4709720983039,77620.2582695277,10.0576088997053
8/30/2017 11:58:16:453,33,303.405,453.838,453.634,453.379,440.346,1309.8591,1823.0619,8.3141249,1443.4308,415.091,301.822,415.942,408.363,1313.0623,5218.5072,1460.7139,1409.1947,257366.659419432,848.261101232451,5.04038818484928,7.57900000000001,0.874003013869963,291485.631812824,702.221035418316,4.58602192092153,836416.852754353,2771.22559904299,9.1103518457292,4840.41690679976,15.9536491053205,23303.7170038642,5.06609311213651,4397.01564845715,10.5928956504891,19311.5044710823,5.01666679596714,4407.64891067305,14.6034712866294,76208.3200542687,9.96571346055682
8/30/2017 11:58:17:319,34,303.428,453.86,453.653,453.466,440.337,1312.7243,1785.5998,8.0823866,1443.1104,415.004,301.537,415.964,408.386,1293.2859,5903.0347,1586.8164,1407.2306,279522.899298361,921.216563067221,5.25266952517154,7.57799999999997,0.910692409931173,286120.390215377,689.440078204974,4.54409572833735,931882.238706336,3090.44077080536,9.62076089360256,4839.35331501218,15.9489345578265,25308.0309188859,5.27946295650896,4406.5268943678,10.6180347523585,18959.5607302045,4.9707433185802,4341.99967026145,14.3995584961761,85001.0934676072,10.5249358676393
8/30/2017 11:58:18:185,35,303.392,453.841,453.631,453.416,440.337,1321.2351,2118.167,7.6123253,1442.6299,414.923,301.45,415.987,408.405,1294.954,5652.1249,1553.5822,1405.5122,273577.465195688,901.729331016269,5.19681560213379,7.58200000000005,0.901484212630368,341610.692521751,823.311054151617,4.96570804683009,893423.243939665,2963.75267520207,9.42150294847958,4837.7582592883,15.9455696237485,24772.7531363163,5.22333290626568,4434.77913215097,10.6881978876827,22639.3880551592,5.43174713212646,4347.53705309809,14.4220834403652,81515.4169231658,10.3068766601934
8/30/2017 11:58:19:052,36,303.418,453.847,453.634,453.395,440.346,1347.2701,1898.6025,7.2378616,1442.2134,415.01,301.615,416.014,408.431,1298.6943,5380.0984,1507.1462,1407.8447,265323.712057639,874.449479126613,5.11760274399189,7.58300000000003,0.887860356402355,312233.771839003,752.352405578186,4.74689762854909,852880.743016491,2827.7132868607,9.20273455017625,4836.37565635595,15.9396464822652,24023.3776250894,5.14372335445342,4521.20426382894,10.8942055946337,20683.7659774856,5.19184848194927,4359.95325897538,14.4553595112159,77771.2565777173,10.0673869144206
8/30/2017 11:58:19:914,37,303.444,453.931,453.739,453.524,440.42,1309.4284,1853.9413,8.3694081,1443.6551,415.2,302.289,416.048,408.447,1310.4232,5190.9,1456.3133,1408.9491,256631.179892604,845.72830536311,5.03285759184388,7.601,0.875230437961693,296325.407819016,713.693178754856,4.62333094325262,830319.794169637,2746.77475584503,9.07007195762148,4841.16148744257,15.9540524361746,23234.0987516985,5.05852014956795,4395.58590756168,10.5866712609867,19627.0670802663,5.05748851601997,4398.88822063997,14.5519295132802,75537.6109104864,9.92176243994256
8/30/2017 11:58:20:786,38,303.408,453.998,453.853,453.666,440.494,1312.2479,1811.4586,8.1213604,1443.2387,414.986,301.526,416.074,408.477,1309.8889,5843.7558,1536.9614,1405.635,270764.848233352,892.411697230632,5.16989634793206,7.59700000000004,0.898588798761337,290158.605120353,699.200949237692,4.57614959837375,934367.398126823,3098.79545421232,9.63375647691984,4839.7792164677,15.951389602343,24516.6700951626,5.19626522916795,4404.94544890088,10.6146844686348,19228.0614669949,5.00581681490668,4397.11457178821,14.5828703720018,85218.7333170336,10.5384014654069
8/30/2017 11:58:21:649,39,303.421,454.057,453.896,453.703,440.562,1318.4743,1900.0234,7.7591476,1442.758,415.018,301.478,416.097,408.507,1294.1981,5723.5784,1576.0668,1405.5122,277561.526470572,914.773619724976,5.23426883916363,7.58999999999998,0.908939211093592,305788.940301881,736.808862029794,4.69760643958149,904189.687317568,2999.1896168794,9.47766100362437,4838.18349682884,15.9454470746219,25131.0897454686,5.26097489451435,4425.6144498565,10.6636686839041,20261.220029265,5.13854303809342,4345.02778645567,14.4124207618986,82490.6201645145,10.3683461123073
8/30/2017 11:58:22:517,40,303.421,454.159,453.952,453.789,440.611,1336.3184,1895.2872,7.1880525,1442.1813,415.035,301.578,416.131,408.534,1298.1664,5459.6748,1517.4105,1407.3534,267124.732565974,880.376547984399,5.13491715687098,7.59699999999998,0.892509003894691,309154.899319939,744.888742684204,4.72329329740697,865143.790209698,2868.72315026195,9.26922721209909,4836.2690980027,15.9391376931811,24186.2148965787,5.16112672137429,4484.84927575144,10.8059543791522,20480.3870185912,5.16626026894679,4358.20085540277,14.4513222297474,78899.5198044318,10.140150058275
8/30/2017 11:58:23:380,41,303.398,454.365,454.177,453.99,440.793,1309.3958,1854.2728,8.3755721,1443.3347,415.359,302.247,416.157,408.56,1306.1421,5224.1912,1470.9782,1409.1947,259157.895640567,854.18458803475,5.0579563198616,7.59699999999998,0.879132305132135,296371.014503722,713.529776660002,4.62280165053268,832914.929746092,2755.74258717569,9.08486614368888,4840.09789565499,15.9529657270483,23466.4648098351,5.08375254864747,4395.477689421,10.5823581273573,19622.5788354176,5.05691021910658,4384.67678867429,14.5069323721138,75786.9884373922,9.93812664446846
8/30/2017 11:58:24:246,42,303.373,454.538,454.377,454.19,440.889,1311.0796,1785.7891,8.2061618,1443.3989,415.035,301.533,416.18,408.575,1345.5257,5535.1929,1488.0843,1407.9675,262183.320941439,864.227604109262,5.08760371560024,7.60500000000002,0.885216565537104,285792.207645137,688.597847519215,4.54131931126241,909108.90815131,3014.9565989504,9.50254076248123,4840.31101236149,15.9549828506871,23742.3594868767,5.11355000238966,4401.06718958306,10.6040868591397,18936.662728505,4.96774075756928,4515.4135974299,14.9748571381238,82888.7229094574,10.3933350077265
8/30/2017 11:58:25:112,43,303.356,454.673,454.488,454.329,441.037,1316.8753,1994.0818,7.8111766,1442.8862,414.981,301.511,416.214,408.598,1294.1134,5743.0692,1577.041,1406.3709,277757.771774795,915.61654219727,5.23667985475252,7.61599999999999,0.912472947790658,320537.449578603,772.414760142279,4.80977201293171,907209.394561943,3008.87660669741,9.49295446673677,4838.60906632687,15.9502665723667,25154.2243455517,5.26339585106608,4420.30644964321,10.6518285165904,21240.617381654,5.2612721824617,4344.74661846439,14.4099108107644,82757.1149520481,10.3850806340952
8/30/2017 11:58:25:979,44,303.398,454.8,454.577,454.409,441.102,1329.9482,1656.9193,7.3435276,1442.3095,415.094,301.537,416.245,408.625,1296.785,5512.4568,1536.9614,1407.1078,270590.521770946,891.86653099541,5.16831698522838,7.62,0.901033943204406,268984.489645429,648.008618880132,4.405443137258,872578.148183276,2893.76808876946,9.30960105298684,4836.69466750072,15.9417486848981,24501.8523771892,5.19469469715869,4463.70291992986,10.7534749235832,17817.6401429511,4.81872667939315,4353.61519468067,14.4380795546837,79589.2898201573,10.1843781541402
8/30/2017 11:58:26:845,45,303.398,455.006,454.796,454.624,441.268,1309.0368,1872.8855,8.3633592,1442.0211,415.325,302.093,416.279,408.647,1304.6565,5284.283,1471.9524,1407.5991,259093.511234703,853.972376992277,5.05732798912844,7.63200000000001,0.883072825106873,299263.83602845,720.553388378861,4.64549814786156,841537.369302965,2785.68973562104,9.13409619122294,4835.73730210891,15.9385932079608,23460.8505250817,5.08314437562299,4394.28596204353,10.5803550521725,19815.7935620656,5.08174579529707,4379.74522825098,14.4980030263892,76611.5509262968,9.9920437990763
8/30/2017 11:58:27:711,46,303.411,455.2,455.039,454.871,441.426,1310.8969,1813.3529,8.2342628,1443.4949,415.116,301.555,416.301,408.67,1325.078,5376.8531,1467.5555,1406.985,258583.57990265,852.255125564497,5.05224054464366,7.63099999999997,0.882068903352903,290162.993531542,698.992555169018,4.57546759593752,869682.578482982,2883.99323003426,9.29386430254646,4840.62969154877,15.9540349280309,23413.4317058238,5.07800477885959,4400.46070325475,10.6005567196994,19222.5502692815,5.00509937328224,4447.53592640967,14.7486724690676,79301.4452861906,10.1659449394248
8/30/2017 11:58:28:578,47,303.431,455.329,455.144,454.988,441.558,1314.839,1800.1394,7.9381676,1442.9823,415.057,301.51,416.339,408.7,1293.7094,5803.1548,1595.1287,1405.635,280962.195860506,925.950861515488,5.26614943755334,7.63900000000001,0.92037905574784,288914.853680661,696.084763491909,4.56594076195684,916414.695293082,3039.41725081451,9.54101043652058,4838.92807747164,15.9473754411106,25438.1162557907,5.29301399991608,4413.54679934032,10.6335920110739,19141.9479426594,4.9945948762991,4343.40551021788,14.4055106305525,83597.4081621416,10.4376711143331
8/30/2017 11:58:29:449,48,303.419,455.435,455.226,455.008,441.649,1326.4043,1242.4656,7.4019886,1442.5017,415.057,301.474,416.377,408.719,1296.2376,5576.6068,1536.4724,1406.1262,270540.477641561,891.639869756215,5.16766019885371,7.65800000000002,0.90541221450676,201164.549923372,484.667286477213,3.8099656702091,882359.96406018,2926.81944068205,9.36261519993123,4837.33268979028,15.942748113303,24495.5924562421,5.19403106457034,4451.93867855657,10.7260898588786,13326.7976721655,4.16744717955043,4351.79805939814,14.4350692245372,80498.7051960251,10.2423980394492
