Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
8/19/2017 13:06:28:373,1,303.829,56.252,56.406,58.008,54.39,1341.9313,3401.8827,8.3764527,1468.6782,306.934,301.599,37.3,34.445,1319.624,5961.4945,3712.0459,1427.7328,665474.075726882,2190.29149859586,8.09935001737297,2.855,0.529045857930544,557238.061671952,1815.49799524312,7.37389748747479,960276.95913347,3183.95272906565,9.76523085144399,4924.22754131201,16.2072334810436,60161.9945936508,8.13994896404977,4503.4817175258,14.6724758988115,49914.0419263336,8.06526370175317,4429.43096508178,14.6864908871773,87553.4346482075,10.6817841004156
8/19/2017 13:06:29:439,2,303.848,56.227,56.406,58.012,54.416,1343.9415,3418.9322,8.0599899,1468.1655,306.992,301.602,37.3,34.442,1321.9828,5785.2899,3640.1915,1428.3469,652364.622222867,2147.00976219316,8.01892623421261,2.858,0.524343008047268,560869.738966991,1826.98486920503,7.39718847206812,933559.679872427,3095.3365026506,9.62837825793118,4922.52559527739,16.2006187148752,58973.3545406295,8.05913600399693,4510.15472692464,14.6914405812681,50229.0392676841,8.09067279427605,4437.26117827948,14.7123068755495,85114.960372817,10.5319830757298
8/19/2017 13:06:30:305,3,303.852,56.236,56.412,58.018,54.346,1385.6405,3578.0644,7.5918048,1467.6849,307.037,301.816,37.301,34.444,1326.6484,5499.463,3509.6884,1428.4697,628771.056126435,2069.33328109222,7.87253191914959,2.857,0.514590434272384,605187.399409657,1971.05690652806,7.68331768293166,890568.39285306,2950.69974041489,9.40073300222659,4920.93020759602,16.1951549030318,56839.9472993739,7.91202046817304,4648.5776793287,15.1401221329309,54172.3320154921,8.40225712567221,4452.74898678175,14.7531906419201,81134.6260671858,10.282774724607
8/19/2017 13:06:31:171,4,303.855,56.293,56.431,58.027,54.412,1333.5576,3509.9599,8.91401,1469.1908,307.057,302.181,37.299,34.447,1337.6086,5289.1541,3453.9659,1429.3294,619423.105472881,2038.54833875658,7.81375367012052,2.852,0.509854521863696,571353.759132031,1860.74168357025,7.46521383386754,863587.660498709,2857.84897296226,9.25164257341727,4925.92915538914,16.2114467604257,55993.7843001757,7.85290744385853,4475.68459345697,14.5760708710662,51161.4242570004,8.16541975075167,4489.13219124562,14.8557725047095,78574.4700519515,10.1192408369602
8/19/2017 13:06:32:043,5,303.865,56.268,56.415,57.999,54.381,1336.338,3358.2157,8.6833057,1468.9025,306.985,301.657,37.305,34.445,1324.7978,6046.761,3679.7859,1428.2241,659791.439408938,2171.33081930771,8.06421702825853,2.86,0.527673493174047,547792.473988392,1784.42749316218,7.31052660274048,977830.449549493,3241.53077684089,9.85313160525034,4924.97212195481,16.2077637172916,59641.1003974212,8.10463372934296,4484.91433941885,14.6095553183994,49062.0380402675,7.99613272741623,4446.60578153177,14.740602013319,89132.8973706589,10.7777030568863
8/19/2017 13:06:32:914,6,303.826,56.22,56.39,57.964,54.374,1343.4912,3406.6659,8.1525242,1468.2616,306.973,301.586,37.302,34.445,1322.7126,5822.6455,3669.0326,1427.61,657576.321917758,2164.31879403921,8.05118533836458,2.857,0.526268169151358,558670.223942559,1819.93277565962,7.38289823279785,940106.370945295,3117.20826213848,9.66233561175843,4922.84460642216,16.2028417792492,59448.7547007073,8.09155423954058,4508.65992236177,14.6874804049925,50035.3386526062,8.07505750353909,4439.68380401785,14.7211203571049,85715.8652022555,10.5690951689457
8/19/2017 13:06:33:786,7,303.874,56.205,56.384,58.012,54.368,1361.4004,3576.5016,7.5024478,1467.5248,307.005,301.68,37.3,34.446,1325.9772,5589.5944,3568.8299,1428.2241,639296.686513286,2103.82160538014,7.93786419098649,2.854,0.518316066832205,594340.674774633,1935.93158018479,7.61454944424708,904706.076118574,2998.89311892924,9.47719251431998,4920.39874365972,16.1922334377397,57787.3268403853,7.97768476509875,4568.11085258059,14.8795975719633,53216.9045234828,8.32783298007639,4450.52088813062,14.7524558742065,82460.2447407118,10.3664369746091
8/19/2017 13:06:34:652,8,303.839,56.214,56.374,58.021,54.39,1331.6518,3491.0153,8.8069657,1468.9025,307.218,302.394,37.303,34.446,1333.9791,5301.3351,3411.4415,1428.4697,611676.863521974,2013.16112652416,7.76494665953673,2.857,0.507558091179456,567457.823677375,1847.08520880083,7.43776879632737,863227.839075219,2854.64605473395,9.24645675672047,4924.97212195481,16.2091506421322,55296.5691803215,7.80386346038364,4469.3581476743,14.5478394744914,50786.7301873935,8.13546400935516,4477.08379426367,14.8054650365539,78488.7314701057,10.113718393309
8/19/2017 13:06:35:516,9,303.852,56.293,56.428,58.04,54.428,1333.525,3395.5834,8.6299749,1468.8384,306.969,301.641,37.301,34.448,1364.872,5690.2872,3521.9086,1428.2241,631456.232790913,2078.17040134971,7.88932389621306,2.853,0.514966047575422,552721.959323147,1800.57907907035,7.34353736148283,948019.491279715,3142.87345314369,9.70203096062219,4924.7593372058,16.2077568592795,57082.2382694055,7.92886577365409,4475.57637531629,14.5798969124449,49507.2559296091,8.03233160421218,4579.63508869095,15.1824025536679,86392.2309163839,10.6107124761978
8/19/2017 13:06:36:386,10,303.861,56.287,56.409,58.012,54.409,1339.3859,3447.1595,8.3066976,1468.518,306.943,301.605,37.302,34.447,1320.5102,5879.4857,3681.249,1427.7328,659880.999843038,2171.65414397714,8.06481741195544,2.855,0.526790203857007,563583.483174736,1836.11772601016,7.41565420948666,947702.997042149,3142.19922429054,9.70099023464836,4923.69574541822,16.2037765472312,59650.1362107183,8.10524764477396,4495.03207165781,14.6445172936272,50481.9869116412,8.11101905823923,4432.37277232945,14.6959525615605,86404.6429335732,10.6114746721397
