Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
9/1/2017 13:24:55:938,14,302.933,472.89,472.634,474.909,457.143,1316.7448,2609.3462,11.718398,1440.4192,425.552,301.089,428.465,421.231,1330.91,5246.1206,1952.426,1405.2666,343284.851704766,1133.20388239236,5.82576867150718,7.23399999999998,0.964203666223773,419396.180708087,985.534507435253,5.43294272301094,852271.790298916,2830.63077793913,9.20748078352144,4830.4196751285,15.945505029589,31132.4186029004,5.85554063909466,4419.87324512299,10.3862118968375,27101.2225454077,5.94294407119912,4466.89568703752,14.8357983421431,77830.3873001626,10.0712133843666
9/1/2017 13:24:56:807,15,302.915,472.859,472.619,474.847,457.155,1320.3018,2398.4005,11.256037,1440.7717,425.507,301.027,428.476,421.246,1300.1473,5905.4671,2144.0301,1400.3559,377065.851590419,1244.79095320608,6.10586813059619,7.23000000000002,1.01000321482015,386532.554479372,908.404690121132,5.21601573427448,937212.275358912,3113.38277084418,9.65640489987108,4831.58982526933,15.9503155184435,34197.9565760401,6.13706392568282,4431.68097292704,10.4150600881467,24979.4853229411,5.70556877688019,4364.776601258,14.4996183108425,85627.0188972382,10.5636162036052
9/1/2017 13:24:57:669,16,302.935,472.77,472.523,474.665,457.106,1332.7091,2161.0283,10.273524,1439.0415,425.546,301.037,428.499,421.258,1302.3954,5626.1372,2067.7789,1400.4787,363219.012568016,1198.99982692002,5.99251002266284,7.24100000000004,0.992760193130376,351549.895288889,826.114909525383,4.9741564292289,894425.820092552,2971.14912815552,9.43325195177735,4825.84629683341,15.9303028597996,32940.3441241034,6.02316325594932,4472.86793418182,10.5108917348108,22714.3344971623,5.44073045280199,4372.23933751785,14.5239267515882,81713.6045871854,10.3193985597062
9/1/2017 13:24:58:538,17,302.915,472.85,472.582,474.782,457.171,1327.4811,2734.0944,10.960556,1438.1124,425.803,301.357,428.51,421.273,1308.0514,5353.3042,1985.6639,1402.4428,348569.775484321,1150.7181073381,5.87061611525721,7.23699999999997,0.972029159492713,443029.869088837,1040.45736899185,5.58227662887902,854747.596327651,2836.3289929474,9.21674370608341,4822.76207982392,15.9211728696958,31614.0982130144,5.90066512028236,4455.513196774,10.4637900549644,28608.9897920538,6.10602338571533,4391.014852969,14.5708075570469,78001.9652925311,10.0823083264141
9/1/2017 13:24:59:403,18,302.955,472.959,472.685,474.953,457.19,1316.0138,2640.9835,11.797628,1440.7717,425.604,301.095,428.529,421.288,1326.0293,5149.486,1927.0114,1405.3894,338899.250791976,1118.64551102301,5.78822561706463,7.24099999999999,0.95891704139792,424245.541349373,996.808162868236,5.46392842638812,833504.900550192,2768.24557216225,9.10545213709521,4831.58982526933,15.9482095534628,30732.3816191118,5.81779852895907,4417.44663589477,10.3792413508679,27411.4051501598,5.97685680820109,4450.69383798122,14.7816929473463,76118.1208886583,9.95981407071981
9/1/2017 13:25:00:266,19,302.933,472.938,472.722,474.771,457.221,1319.7536,2477.2085,11.313451,1439.7143,425.49,301.056,428.548,421.3,1299.8932,5941.1971,2145.9859,1400.2331,377132.82814327,1244.93808249108,6.10622896446401,7.24799999999999,1.01257758164034,399067.694785052,937.901466039277,5.30002375611309,942698.438549426,3131.30593161879,9.6841600679667,4828.07970680433,15.9377806538222,34202.2525603953,6.13744938588734,4429.86118198462,10.411199280793,25790.7113535744,5.79747470396307,4363.93309728414,14.4954197799882,86120.1459601488,10.593990533162
9/1/2017 13:25:01:130,20,302.955,472.855,472.626,474.651,457.187,1328.7147,2056.74,10.544127,1439.6502,425.559,300.995,428.56,421.315,1301.6134,5709.7717,2087.8187,1402.9341,366894.262659872,1211.05201320286,6.0225526708584,7.245,0.998288423622345,333581.755337201,783.867231893112,4.84529767938929,907176.747888733,3013.926304054,9.50091698192471,4827.86692205531,15.9359209191309,33271.3136966828,6.05334662859243,4459.60822433067,10.4794123125834,21553.4264797828,5.29987178361116,4369.64342997139,14.5173289588577,82890.6340488764,10.3934548249769
9/1/2017 13:25:02:001,21,302.934,472.941,472.679,474.611,457.163,1359.2074,2733.8577,10.256299,1439.1376,425.777,301.241,428.582,421.326,1306.9697,5357.3624,1984.197,1403.7928,348560.575650931,1150.61556527472,5.87035454011666,7.25599999999997,0.974537698093271,453578.845374277,1065.2967289785,5.64851785146585,854688.184275119,2837.22396445079,9.21819771096019,4826.16530797818,15.931408517955,31611.0529871008,5.90038092285019,4560.83102489594,10.7117834568235,29284.4916841696,6.17768908312215,4387.42406883471,14.5644984209809,78027.2962154225,10.0839452944223
9/1/2017 13:25:02:863,22,302.921,473.002,472.759,474.519,457.258,1315.8571,2634.3056,11.840113,1440.1628,425.686,301.312,428.594,421.33,1320.4907,5091.0262,1941.1837,1403.67,341247.422766102,1126.52283191361,5.80856973953349,7.26400000000001,0.965343956002196,423122.420766507,993.977769450974,5.45616561838912,820600.60799666,2723.42491502715,9.03143814804531,4829.56853613245,15.9433269272597,30948.9263549677,5.83825906857638,4416.92645851302,10.3760200206561,27333.6076461265,5.96836919271157,4432.30804061953,14.7100282783943,74889.1393680461,9.8790827163169
9/1/2017 13:25:03:727,23,302.941,472.975,472.731,474.571,457.274,1318.6571,2498.8998,11.461192,1439.6823,425.614,301.092,428.613,421.341,1300.0301,5959.062,2144.0301,1401.3375,376780.743589808,1243.74298490402,6.10329737622209,7.27199999999999,1.01544274135649,402227.607019572,945.052575854111,5.32019062994403,945632.668465381,3140.67683121897,9.69863988883032,4827.97348040856,15.9370091219365,34169.4272614064,6.13450349844632,4426.2212681423,10.3996138946141,25987.5930813285,5.81956108134609,4364.38754708351,14.4951959769224,86377.7715286311,10.6098244864761
9/1/2017 13:25:04:590,24,302.97,472.927,472.708,474.727,457.238,1327.3767,2347.5823,10.60039,1439.8425,425.555,300.975,428.636,421.357,1301.6721,5738.1981,2097.5941,1399.7419,368661.339551009,1216.82456860748,6.03688904494712,7.279,1.00536080887957,380369.925848007,893.820835962465,5.17397643094668,911734.290671365,3029.2691774113,9.52506925108221,4828.50527630235,15.9372389223433,33429.8583337977,6.06775220702688,4455.16663315783,10.4690736406759,24577.0119762473,5.65941761823292,4369.83828901611,14.5189410715711,83312.5600709013,10.4198733874265
9/1/2017 13:25:05:455,25,302.992,472.967,472.683,474.671,457.259,1356.2769,2738.7357,10.027417,1439.6502,425.738,301.16,428.651,421.38,1305.7577,5382.5371,2018.4128,1401.5831,354697.501272141,1170.64972432322,5.92124038427244,7.27100000000002,0.985017339184115,453408.485201803,1064.99416355083,5.64771564887716,857908.128993153,2848.67887167337,9.23678757829322,4827.86692205531,15.9339748972095,32161.3388874064,5.95151632141926,4551.10301074644,10.6899149494441,29276.8517020063,6.17688318705896,4383.40074409518,14.5550562627679,78343.1303269356,10.1043332720851
9/1/2017 13:25:06:319,26,302.963,473.037,472.754,474.757,457.312,1315.4656,2681.24,11.888721,1440.9638,425.842,301.667,428.662,421.387,1318.7052,5168.9767,1931.8972,1405.0209,339803.80612909,1121.60166795645,5.79586861639843,7.27499999999998,0.964691757992564,430532.896346015,1011.01557936046,5.50272909850067,832038.550431642,2758.135793546,9.08881013346192,4832.22751560139,15.9498932727805,30813.5541539834,5.82547665229736,4415.62684495235,10.3691670735915,27802.2255243965,6.019313775311,4426.38093969343,14.6730697745973,75844.7557823675,9.94191350712423
9/1/2017 13:25:07:181,27,302.978,473.047,472.825,474.911,457.389,1318.3699,2486.7757,11.493726,1440.4512,425.637,301.076,428.678,421.406,1302.3498,5999.6631,2089.2855,1400.1103,367356.302682712,1212.48507377668,6.02611491714906,7.27199999999999,1.0026014257537,400188.910038645,940.211753298339,5.30654738716795,953774.412581483,3167.88589120848,9.7405610734342,4830.52590152426,15.9434873209417,33310.4968790772,6.05691005254683,4425.26788624032,10.3968120399315,25854.5395383691,5.80464421578084,4372.08796490389,14.5215426168273,87124.363393256,10.6555779579395
9/1/2017 13:25:08:049,28,303.0,473.025,472.785,474.893,457.327,1324.8183,2341.4727,10.844583,1439.0735,425.588,300.998,428.693,421.429,1300.9618,5816.1486,2106.3953,1400.6016,370010.465871744,1221.15665304206,6.04762562871899,7.26400000000001,1.00507338478073,378648.789275394,889.707391362994,5.16205714719494,923615.460675127,3068.51029134787,9.58656455180303,4825.95252322917,15.9272360502613,33549.0551582609,6.07856010855727,4446.67383281656,10.4483064203327,24464.4242444438,5.64643979155021,4367.48039498766,14.5099980564245,84392.304881876,10.4871776777696
9/1/2017 13:25:08:915,29,303.036,473.022,472.729,474.967,457.29,1349.4892,2703.4994,9.8414008,1439.7464,425.754,301.089,428.704,421.44,1304.865,5463.733,2015.968,1402.32,354291.547176438,1169.14012584788,5.91742131746318,7.26400000000001,0.983434332388754,445335.017896554,1045.9913891509,5.59710254259208,870254.356454958,2890.35586306693,9.30411066312037,4828.18626515758,15.9327151399754,32119.8438753059,5.94767571715652,4528.57073241763,10.6365899848683,28756.0146421375,6.12169305354165,4380.43735961087,14.5486462793754,79489.9187819509,10.1780183265617
9/1/2017 13:25:09:782,30,302.96,473.096,472.818,475.185,457.373,1315.2371,2685.3131,11.913983,1440.9317,426.012,301.861,428.727,421.452,1314.2352,5164.9185,1945.0953,1404.2841,342117.614945527,1129.250115347,5.81559668968667,7.27499999999998,0.967975391725805,431112.025058719,1011.97155258237,5.50533005680609,828567.173785766,2744.86327742161,9.06691548035609,4832.12095724814,15.9496994892004,31023.685512856,5.84530616397353,4414.86832209511,10.3632487396954,27828.5675992625,6.02216469228756,4411.54244003526,14.6144829575045,75482.6133951496,9.91814985784611
9/1/2017 13:25:10:647,31,302.973,473.124,472.862,475.198,457.423,1317.5345,2529.211,11.604339,1440.5794,425.647,301.053,428.731,421.463,1340.2606,5717.8945,2015.4791,1400.7244,354410.560804764,1169.77605530778,5.91903042782064,7.26799999999997,0.984243441345128,406759.976512867,955.627495349121,5.34987367496753,935441.308489783,3107.23131305711,9.64686056469085,4830.95147102229,15.9451550831998,32137.1268164479,5.94927565496747,4422.49471339593,10.3900525867584,26278.6352930077,5.85205778339556,4497.9357037945,14.9406772355515,85429.2161914353,10.5514079076131
9/1/2017 13:25:11:516,32,302.967,473.078,472.846,475.459,457.395,1323.3171,2461.1536,10.945247,1440.291,425.588,301.001,428.746,421.478,1300.5709,5807.213,2122.0345,1400.3559,373073.019996302,1231.39820507284,6.07293268134712,7.26799999999997,1.00983501170261,397551.8682739,934.123772930392,5.28933923021201,921919.378019471,3062.84490091219,9.57771062627837,4829.99410563047,15.942310897327,33830.1337338539,6.10397050088023,4441.69048702532,10.4365971010116,25686.0685269042,5.78570145833216,4366.18277317191,14.5055424173737,84236.7744982242,10.4775095749816
9/1/2017 13:25:12:385,33,302.968,473.028,472.797,475.528,457.346,1339.1836,2364.3481,10.053443,1439.8425,425.712,301.082,428.754,421.494,1303.6334,5558.7418,2044.8091,1401.3375,359384.14487917,1186.21156319866,5.9604669674547,7.25999999999999,0.990042742413355,386493.945678775,907.876558985359,5.21449926212819,884551.526135356,2937.90902855487,9.38033569524752,4828.50527630235,15.9373441297508,32588.8263063461,5.99093942714677,4494.36052166209,10.5572793852701,24961.0834557325,5.703466802774,4376.34897120394,14.5354055413606,80798.5663627129,10.261456995454
9/1/2017 13:25:13:250,34,302.962,473.172,472.883,475.488,457.411,1315.0413,2710.4614,11.949961,1439.0094,426.061,301.771,428.765,421.509,1312.6778,5117.0077,1943.6285,1404.5297,341403.559635468,1126.88574684438,5.80950529400054,7.25599999999997,0.964436113285153,435084.663297209,1021.17927549625,5.53031928064954,819908.45790339,2716.98890186065,9.02076026294157,4825.73973848016,15.9285314279684,30959.147646545,5.83922307006219,4414.21834933603,10.3605313542803,28081.8203192666,6.04950486058747,4406.37253413646,14.6017096875991,74717.060904609,9.86772622955742
9/1/2017 13:25:14:115,35,302.891,473.151,472.92,475.254,457.494,1317.0907,2559.5703,11.657159,1441.1561,425.718,301.072,428.784,421.509,1343.8901,5419.8867,1971.9805,1401.3375,346900.396214271,1145.29780090617,5.85677341207254,7.27499999999998,0.974829039959722,411503.848156876,966.611344027915,5.38053118299665,889088.756253855,2953.07685953478,9.40451891154528,4832.86586984843,15.9557922481963,31464.5111754943,5.88668860890523,4421.02148606969,10.3848591933385,26580.7771609513,5.88560401351665,4509.98410077645,14.9797526863224,81188.5623538879,10.2861920235435
9/1/2017 13:25:14:976,36,302.924,473.136,472.935,475.065,457.497,1321.5941,2398.3057,11.122458,1439.7464,425.611,301.017,428.792,421.52,1300.408,5878.6729,2128.3909,1400.2331,374049.044904111,1234.79501427457,6.08130299857418,7.27199999999999,1.01178340284544,386895.5960333,909.035706392221,5.21782705220801,933147.042524726,3099.98120546257,9.63559947468977,4828.18626515758,15.938605937983,33923.5838370891,6.11239528720879,4435.97085952844,10.4225944807076,24996.5677518696,5.7075193438055,4365.64201442598,14.5029749629622,85258.2458841441,10.540844302933
9/1/2017 13:25:15:842,37,302.963,473.096,472.831,475.071,457.438,1336.2727,2442.0671,10.098608,1439.9066,425.712,301.021,428.811,421.536,1303.2425,5517.3279,2044.3201,1400.8472,359314.196499617,1186.00025910628,5.95993606420133,7.27499999999998,0.99199991922357,398330.759264201,935.681303943044,5.29374703938359,877698.154150693,2915.73728793238,9.34487301632215,4828.71806105137,15.9383095000095,32583.0064708903,5.9904044609878,4484.69757117999,10.5345810575694,25726.1538129735,5.79021423702139,4375.05134938819,14.5340403140917,80189.0661246628,10.2226803170363
9/1/2017 13:25:16:708,38,302.931,473.17,472.926,475.201,457.472,1314.8782,2714.7238,11.754376,1438.0803,426.054,301.515,428.822,421.551,1309.928,5295.6511,1970.5137,1403.0569,345902.540008349,1141.85256711379,5.84795773499293,7.27100000000002,0.972826535312448,435714.819048558,1022.67510467818,5.5343682199549,846755.341710256,2808.33571036352,9.17114838277027,4822.65552147067,15.9199801983642,31370.5390846054,5.87789142645731,4413.67692667513,10.3594307920478,28122.993325625,6.05393806805849,4397.24436716553,14.5838328679022,77230.8905691225,10.0323511151966
9/1/2017 13:25:17:571,39,302.938,473.212,472.994,475.281,457.534,1316.3467,2635.0631,11.752081,1440.8036,425.758,301.063,428.83,421.57,1334.1681,5151.1118,1941.1837,1402.0744,341399.26070311,1126.96083258987,5.80969883792062,7.25999999999999,0.964999923914824,423401.569829204,994.465329668977,5.45750361770987,838885.492445218,2786.41178904488,9.13527989772519,4831.6957197076,15.9494540787475,30960.8202815631,5.83938080626961,4418.5517223682,10.3780826722415,27346.902698373,5.9698205220548,4477.71119391364,14.8730039689821,76612.5062460703,9.99210609756228
9/1/2017 13:25:18:438,40,302.922,473.203,472.985,475.426,457.537,1320.7065,2449.1713,11.195946,1439.3939,425.696,301.017,428.845,421.593,1300.2516,5895.7249,2141.5853,1400.1103,376275.715705375,1242.15380759857,6.09939692329784,7.25200000000001,1.01200283721337,394835.89894347,927.506715927493,5.27057187684532,935741.224767686,3108.59926438602,9.64898383494247,4827.01611501675,15.9348482943357,34125.8368648793,6.13058931551949,4433.02440487596,10.4135918704333,25504.6703389785,5.76523559210377,4365.12283291669,14.5012502048611,85495.38191393,10.5554931985224
9/1/2017 13:25:19:306,41,302.931,473.138,472.902,475.241,457.485,1331.567,1982.3363,10.368444,1439.8745,425.702,300.985,428.857,421.604,1302.1869,5654.5573,2071.2016,1401.9516,364030.832494235,1201.69554286037,5.99924273220419,7.25300000000004,0.995522659931639,322204.434081815,756.877895997235,4.7611528047855,898800.047724532,2986.1954839096,9.45710750660302,4828.61150269812,15.9396413793838,33014.2107284059,6.02991275245733,4469.07664772553,10.498134017988,20810.8321461225,5.20777155423971,4371.54720615795,14.5241364392177,82127.5617285747,10.3455043241157
9/1/2017 13:25:20:170,42,302.932,473.205,472.952,475.054,457.519,1323.0691,2748.5395,11.052799,1438.3045,425.999,301.367,428.868,421.623,1308.6443,5313.516,1971.0026,1404.8981,346042.301533278,1142.31016047588,5.84912939176982,7.245,0.969542066161917,443890.310274061,1041.998479513,5.58640929314436,848779.273673487,2816.43070964468,9.18435674260598,4823.39977015598,15.9223844630346,31383.0611748407,5.87906444014187,4440.86723245815,10.4245954390929,28652.4123358668,6.11065547058783,4392.98302890799,14.5768548942253,77454.3517101444,10.0468545173192
9/1/2017 13:25:21:033,43,302.952,473.334,473.063,475.261,457.556,1316.2748,2617.9187,11.787675,1439.8425,425.731,301.111,428.876,421.642,1324.3742,5216.8876,1935.8089,1401.5831,340226.882879183,1123.03890675481,5.79958088815549,7.23399999999998,0.959869412987549,420623.833944431,988.003772204586,5.43974460634773,843360.675929483,2800.82984656649,9.15888427782108,4828.50527630235,15.9381858390186,30853.2819970261,5.82923082931113,4418.31304493522,10.37818022398,27169.2320803274,5.9503962002041,4445.19960961786,14.7626609775726,77015.1429969022,10.0183284286847
9/1/2017 13:25:21:906,44,302.936,473.267,473.075,475.116,457.578,1319.3946,2486.8701,11.36474,1440.4512,425.745,301.03,428.895,421.661,1300.0626,5950.9393,2142.0743,1401.9516,376638.087479983,1243.29260134148,6.10219221472782,7.23399999999998,1.0099536107946,400515.159256413,940.739548923447,5.30803661527888,944367.300078844,3137.12022083794,9.69314679668393,4830.52590152426,15.945697776178,34156.8694019181,6.13337612642871,4428.66945460715,10.4021643345363,25868.8314588447,5.80624834514345,4364.49543326671,14.4985397909401,86279.9302345195,10.6038138365839
9/1/2017 13:25:22:772,45,303.013,473.224,472.992,475.097,457.559,1329.7002,2179.215,10.463366,1439.7143,425.686,300.969,428.921,421.68,1301.8676,5673.2352,2080.977,1399.7419,365708.246876691,1206.90612903305,6.01223510746936,7.24099999999999,0.996027985579273,353708.070474233,830.913091983841,4.98858078751176,901547.810546375,2995.48395531226,9.47180411163033,4828.07970680433,15.9335728394634,33157.3986067481,6.04297494949687,4462.87966536269,10.4839709677149,22846.8267924089,5.45657522115614,4370.48726590273,14.521386806956,82383.2427860382,10.361595718382
9/1/2017 13:25:23:641,46,303.0,473.27,473.008,475.322,457.571,1360.1864,2733.7158,10.288451,1439.1696,425.917,301.215,428.929,421.684,1306.3051,5418.2608,2004.2368,1401.3375,352088.762582671,1162.00911743456,5.89934746933653,7.24499999999995,0.977866132090629,453881.986018685,1065.65829966563,5.64947634742193,863964.072984301,2868.26377499228,9.26848503099555,4826.27153437394,15.9282888923233,31924.0627590255,5.92952148140887,4564.08088869132,10.7158927412884,29294.2052979653,6.17871356241422,4385.2178793777,14.5584312845566,78881.3775386065,10.1389841711134
9/1/2017 13:25:24:507,47,302.98,473.313,473.094,475.602,457.605,1315.6157,2647.7084,11.864608,1440.227,425.826,301.367,428.952,421.696,1321.1423,5130.0015,1926.0335,1402.6884,338599.210005973,1117.56290846252,5.78542407508492,7.25599999999997,0.960438389555022,425197.161125653,998.523249227744,5.46862696417852,827290.896675787,2745.12769040999,9.06735217833379,4829.78165283895,15.9409256480261,30702.7568191075,5.81499378907642,4416.12511313998,10.3707268065829,27458.6604798948,5.98200642961905,4434.47107560326,14.7145210842702,75485.5152340878,9.91834050172787
9/1/2017 13:25:25:369,48,302.914,473.368,473.122,475.556,457.683,1318.8725,2489.0015,11.436696,1439.6181,425.666,301.05,428.952,421.715,1299.7694,5959.8749,2124.4793,1400.3559,373328.338634818,1232.45653431277,6.07554182184855,7.23700000000002,1.00595979955259,400699.80087467,941.347913327985,5.30975265806304,945572.008883948,3140.91349903321,9.69900530571124,4827.76036370206,15.9377260994938,33859.3691874443,6.10660740752746,4426.93630456878,10.4000232684048,25885.6735150944,5.8081381338262,4363.52213391553,14.4943435771982,86384.47447772,10.6102361417694
