Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
8/25/2017 11:28:01:371,1,304.552,334.933,334.954,344.703,319.75,1299.0379,2998.6045,11.010314,1458.4893,390.267,302.724,305.836,300.294,1286.9652,5412.5768,2440.2338,1415.9475,434436.034757039,1426.47572420158,6.53629133792093,5.54200000000003,0.828771792361469,475479.903456507,1218.34514180422,6.04065978805988,850280.130908093,2808.76353017301,9.17184691918835,4890.40472494352,16.0577002447645,39184.5428875426,6.56928284639767,4361.09386489988,11.1746416297045,33508.3306767192,6.60820638458025,4321.01763339581,14.2737861332296,77257.9636728804,10.0341093694525
8/25/2017 11:28:02:544,2,304.539,335.055,335.07,344.762,319.794,1298.8029,2991.7373,11.174512,1459.066,390.446,303.115,305.924,300.363,1296.0682,5094.2716,2354.2072,1417.7887,419286.400601335,1376.79049514622,6.42145048976158,5.56099999999998,0.817001909964971,474305.17292622,1214.77790251717,6.03180996609107,805937.021619111,2658.84902304112,8.92372231592038,4892.31912376966,16.0646719263203,37819.5663145812,6.4538496085482,4360.313764806,11.1675206425626,33410.2880548745,6.59853176820366,4351.23572341557,14.3550656464232,73128.6032387094,9.76227058766138
8/25/2017 11:28:03:408,3,304.565,335.12,335.199,344.569,319.923,1301.3549,2903.7882,10.956346,1460.1554,390.149,302.481,306.0,300.444,1319.2982,5120.2593,2388.423,1416.0703,425697.871862133,1397.72420291935,6.47008448454361,5.55599999999998,0.822449473593925,461266.424156297,1182.2827282815,5.95058799054967,824567.247795909,2726.01336214807,9.03572904071645,4895.93546863043,16.0751743261058,38394.3160894807,6.50270476691927,4368.78531986811,11.1977355314716,32515.8523030079,6.50960704496078,4428.34944758992,14.6400912704928,74961.0634805893,9.88382555180628
8/25/2017 11:28:04:277,4,304.572,335.171,335.23,344.562,320.001,1306.3412,2835.4937,10.581253,1459.5146,390.119,302.438,306.074,300.517,1282.9057,5640.7568,2517.9482,1416.1931,448586.69735353,1472.84286590209,6.64167188556914,5.55700000000002,0.844412885115639,452143.681549126,1158.98913292899,5.89167647589971,883330.580564436,2920.69971552661,9.35282187054342,4893.80828505527,16.0678206961089,40457.94019969,6.67517187965987,4385.33771603043,11.2410257281251,31873.8576336366,6.44502366223209,4307.54181922079,14.2427268373048,80339.7582580695,10.2322810926742
8/25/2017 11:28:05:138,5,304.591,335.227,335.23,344.55,320.058,1320.7913,2277.2043,9.8942201,1458.9378,390.183,302.422,306.15,300.594,1286.0986,5375.2274,2443.6528,1415.8247,435178.501613092,1428.73066378551,6.54145550639406,5.55599999999998,0.831521852709065,367136.319842841,940.933664057226,5.30858422544999,843844.186634439,2790.28703809392,9.14163021260415,4891.89355427164,16.0605321702599,39246.3644073457,6.57446298837007,4433.30590482473,11.3621195819006,25873.8675690183,5.80681349404476,4318.14088981555,14.2785276528015,76750.3330709965,10.0010900186656
8/25/2017 11:28:06:007,6,304.582,335.321,335.34,344.328,320.137,1298.4701,3003.4355,10.993855,1458.2329,390.413,302.887,306.227,300.663,1292.9145,5229.8752,2376.6918,1417.5431,423049.236523702,1388.95022202133,6.44974507608993,5.56399999999996,0.821044524703368,476037.777299095,1219.31845839943,6.04307219995785,825376.856267142,2725.03229345314,9.03410295392906,4889.55358594746,16.0533241818212,38153.8039456761,6.48230543935688,4359.20901029006,11.1656348797045,33535.2641777426,6.61086164044264,4340.76678015562,14.3313076499012,74950.9504617885,9.88315881443314
8/25/2017 11:28:06:871,7,304.547,335.371,335.459,344.994,320.203,1300.9306,2908.5714,11.038637,1460.3796,390.301,302.474,306.289,300.733,1313.7139,5114.5752,2359.093,1417.4203,420534.833721702,1380.85364072443,6.43091891165943,5.55599999999998,0.817470913440878,461875.593678346,1183.38306506605,5.95335641808061,820165.541760539,2711.52410375946,9.01168377267711,4896.67971731574,16.0785682253174,37930.8377503687,6.46333678336423,4367.37682425179,11.1897659095206,32546.2330971265,6.51264742132616,4409.81194565678,14.5791438128791,74566.1273825847,9.8577544535385
8/25/2017 11:28:07:738,8,304.556,335.452,335.522,345.063,320.26,1305.6886,2845.2027,10.611873,1459.6748,390.212,302.393,306.37,300.813,1282.3192,5638.3181,2521.3709,1415.4562,449245.775632037,1475.08430512627,6.64672376334814,5.55700000000002,0.845055173798988,453465.21673712,1162.09961953277,5.89957719770991,882545.031782274,2918.53657916114,9.34935777316432,4894.34008094906,16.0704109620203,40519.466550679,6.68024558017589,4383.17136147183,11.2327948947542,31959.5783631009,6.45368438324781,4305.59488856094,14.2384079279644,80280.6731354252,10.2285177829839
8/25/2017 11:28:08:607,9,304.567,335.492,335.517,344.922,320.318,1315.583,2845.1082,10.117362,1459.1942,390.314,302.435,306.45,300.883,1285.3753,5475.9139,2457.8288,1415.8247,437779.961824882,1437.3847522052,6.56123700530915,5.56700000000001,0.835687652221355,456886.363130604,1170.56104349473,5.92101610264619,859167.254873053,2840.83275703226,9.22405836777539,4892.74469326769,16.0645923336004,39484.0176977824,6.59433851834085,4416.01656304181,11.314010163719,32189.5830916802,6.47686549041344,4315.73984131381,14.2699748419125,78141.153589479,10.0912998552885
8/25/2017 11:28:09:473,10,304.56,335.579,335.639,345.134,320.403,1319.3489,3012.5762,10.498579,1458.3291,390.455,302.79,306.531,300.971,1292.0673,5210.3907,2373.758,1417.2975,422554.896690356,1387.42742543458,6.44620846868066,5.56,0.820004387765493,485164.32120883,1242.56142502678,6.10039761119176,821762.995534522,2713.9700635243,9.0157474000807,4889.87292904973,16.0555323386188,38111.948333055,6.4787488435595,4428.51775003571,11.3419414530118,34168.4628831366,6.67298153106484,4337.95443632779,14.3266106421209,74647.2388522278,9.86311452557516
