Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
9/1/2017 12:25:24:368,1,303.693,480.255,480.025,481.973,464.297,1300.1409,1783.4673,8.5073103,1441.4444,421.643,301.182,433.235,425.023,1290.3341,5383.35,1463.6439,1409.5631,257528.013481109,847.987979575126,5.0395766717418,8.21199999999999,0.946847498012873,283039.290546929,671.277100644215,4.48384018643495,847902.56022769,2815.24978327951,9.1824310452757,4833.82290328276,15.9168071153526,23296.5376418624,5.06531267616329,4364.75535597884,10.3517794816441,18462.0602023231,4.90509342176778,4332.20094916727,14.3839968828392,77434.0896192322,10.0455403006847
9/1/2017 12:25:25:581,2,303.59,480.215,480.001,481.979,464.229,1299.6188,1829.4557,8.4965522,1443.6231,421.828,301.713,433.227,425.027,1302.4475,4958.668,1393.2601,1410.5456,245514.517949737,808.704232516675,4.92146121550414,8.19999999999999,0.923304511426057,290221.13629783,688.008231548949,4.53937462915788,788345.174579555,2612.89760328377,8.84627435184365,4841.0552610468,15.9460300439632,22216.9674136552,4.94655631582455,4363.02220594047,10.3431308636233,18922.2997143015,4.96585644281778,4372.41228736845,14.4919585412907,71860.811076025,9.67727893585726
9/1/2017 12:25:26:445,3,303.573,480.24,480.028,482.004,464.319,1302.4057,1711.621,8.2414987,1443.2066,421.442,300.836,433.227,425.023,1321.3964,5580.665,1454.8464,1410.0544,256293.035884102,844.255042062705,5.02847204847412,8.20399999999995,0.943840764023705,272110.343111575,645.664986194008,4.39746940631979,900140.345745571,2992.12975091269,9.46649958217416,4839.67265811445,15.9423685838808,23193.6975417321,5.05412016707137,4372.27352913899,10.3745557612649,17757.3075066519,4.81056137220427,4435.31457957712,14.7432972768456,82277.4030974874,10.35493768647
9/1/2017 12:25:27:316,4,303.622,480.154,479.97,481.93,464.273,1308.73,1636.3175,7.8315441,1442.758,421.399,300.775,433.231,425.023,1285.9161,5669.1769,1525.7191,1408.8272,268694.780171315,884.96479231187,5.14828055072395,8.20799999999997,0.966799887989865,261401.929173665,620.319291630178,4.3102935916683,889864.329214102,2958.57145445633,9.41326402893202,4838.18349682884,15.9348910712295,24312.1676637943,5.17454788042623,4393.26751647415,10.4254341288758,17059.3203101768,4.71506912159573,4317.53506740221,14.3547005815051,81379.3369430855,10.2982700342144
9/1/2017 12:25:28:180,5,303.583,480.142,479.865,481.847,464.177,1328.8975,1741.3162,7.1748825,1442.1813,421.445,300.846,433.238,425.011,1289.8389,5383.35,1463.1549,1409.8087,257573.584316897,848.445348774131,5.04093555682448,8.22699999999998,0.948832782001937,282462.162874937,670.223072702101,4.48031857851355,847577.155088181,2817.31236276427,9.18579416180875,4836.2690980027,15.9306321434425,23308.9824807754,5.0666654219026,4460.21504261647,10.5831485546548,18428.6080252269,4.90064753523001,4330.55709569283,14.3945975538742,77491.1567416485,10.0492412836633
9/1/2017 12:25:29:048,6,303.593,480.206,479.948,481.899,464.269,1299.4034,1822.7304,8.4976243,1442.2455,421.785,301.574,433.231,425.004,1298.7268,5117.8206,1408.4141,1412.5097,247948.05866747,816.712041013693,4.94576740646201,8.22699999999998,0.930919706175336,289106.323678428,685.435289729193,4.53087873751161,811323.426339176,2690.29633303659,8.97633947422054,4836.4822147092,15.9308093885867,22437.1765672979,4.97101039842078,4362.30716951399,10.3424900589494,18851.5710421449,4.9565669467721,4360.06114515857,14.4576825096281,73991.8253760341,9.81971928052434
9/1/2017 12:25:29:918,7,303.583,480.2,479.979,481.936,464.273,1301.4528,1761.2079,8.3274098,1443.3027,421.371,300.801,433.223,425.0,1331.2488,5224.1912,1408.903,1409.9316,248215.943258204,817.621353166034,4.94851990372427,8.22300000000001,0.930984927692101,279788.720628063,663.996147404693,4.45945708232424,848925.243835696,2822.21549740758,9.19378397634312,4839.99166925922,15.9428942637079,22461.9915568208,4.97375854907028,4369.11030624765,10.3687968708042,18261.6069623557,4.87839203113194,4468.02035900266,14.8537417063197,77598.7867092282,10.0562177197659
9/1/2017 12:25:30:790,8,303.557,480.178,479.961,481.893,464.242,1307.3986,1698.5967,7.8953652,1442.9183,421.387,300.75,433.223,424.985,1285.8119,5702.4681,1527.186,1409.9316,268982.998783012,886.103759040353,5.15159245354765,8.238,0.970957731488976,271074.987892034,643.292241792068,4.38938187269466,895017.363354,2975.95133284788,9.44087225541953,4838.71562468012,15.9400561498503,24343.4305912653,5.17787377767607,4388.84783449543,10.415242602395,17691.2967141276,4.8016116868004,4317.189167701,14.354743699754,81857.4680315229,10.3284786349859
9/1/2017 12:25:31:654,9,303.599,480.089,479.847,481.869,464.226,1321.8421,1571.8594,7.3341478,1442.2134,421.488,300.798,433.223,424.989,1288.6399,5428.0093,1482.2205,1409.1947,260935.697643619,859.474825818329,5.0735949124557,8.23400000000004,0.955792658069081,253620.545229953,601.726609606806,4.24520647080553,853814.080817731,2838.49653527527,9.22026478330057,4836.37565635595,15.9301435655452,23611.9853607941,5.09949090379723,4436.79411409561,10.5265016183037,16546.1805178459,4.64361366961788,4326.57692542658,14.3836625423925,78074.6540481681,10.0870050015906
9/1/2017 12:25:32:521,10,303.548,480.145,479.951,481.912,464.242,1299.1358,1829.7872,8.3578079,1441.6687,421.77,301.387,433.223,424.989,1297.4106,5180.3448,1411.8331,1411.1597,248450.562680407,818.488551004808,4.95114349498945,8.23400000000004,0.932724563788029,290165.845297778,687.971750711948,4.53925428003007,820403.046357922,2722.09168397416,9.02922724299527,4834.56748392556,15.9268632437887,22486.0727067542,4.97642397925565,4361.41885127942,10.3407517160524,18921.3751284107,4.96573511990885,4355.69192071784,14.4521559347876,74867.1508455662,9.87763228984813
